Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,order_month
2240,Kids,Basketball,Air Jordan,M,2,8503.27,0.48,9901.32,2025-01-22,Retail,Kolkata,-928.85,January
2241,Women,Soccer,Tiempo Legend,XL,2,8503.27,0.5,9662.04,2025-02-19,Online,Hyderabad,-233.74,February
2243,Men,Lifestyle,Blazer Mid,L,2,8503.27,0.49,9942.53,2024-11-07,Retail,Delhi,266.31,November
2244,Kids,Training,Metcon 7,L,2,5817.695,0.47,6166.76,2025-01-16,Online,Delhi,1904.11,January
2245,Kids,Running,React Infinity,L,2,4128.35,0.5,4128.35,2025-04-16,Online,Pune,-290.33,April
2246,Kids,Basketball,LeBron 20,L,2,7806.98,0.48,8119.26,2024-10-02,Online,Hyderabad,-943.35,October
2247,Women,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2024-08-16,Online,Mumbai,-1158.15,August
2248,Men,Training,Metcon 7,M,4,8249.96,0.24,14613.12875,2024-01-16,Online,Bengaluru,1625.14,January
2249,Men,Training,Flex Trainer,M,2,7730.77,0.47,8194.62,2024-05-28,Online,Delhi,-692.94,May
2250,Men,Basketball,Kyrie Flytrap,XL,2,5066.14,0.48,5268.79,2024-10-01,Retail,Pune,821.13,October
2252,Women,Running,Free RN,L,2,6290.99,0.5,6290.99,2024-12-21,Retail,Delhi,934.87,December
2253,Men,Training,Flex Trainer,M,0,6424.54,0.47,0.0,2025-05-18,Online,Bengaluru,1516.72,May
2254,Women,Basketball,LeBron 20,M,2,6518.715,0.89,1434.12,2025-04-24,Online,Hyderabad,1642.0,April
2255,Kids,Basketball,LeBron 20,XL,2,3346.95,0.84,711.22,2025-04-06,Retail,Mumbai,586.56,April
2256,Men,Soccer,Phantom GT,M,2,6393.58,0.5,6393.58,2025-03-30,Online,Hyderabad,3175.83,March
2257,Men,Basketball,Kyrie Flytrap,XL,1,5066.14,0.48,2634.39,2025-02-09,Online,Mumbai,-365.42,February
2258,Women,Lifestyle,Dunk Low,L,2,6202.99,0.39,7567.65,2023-11-21,Online,Mumbai,2824.7,November
2259,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2024-10-20,Retail,Delhi,2323.89,October
2260,Women,Lifestyle,Dunk Low,M,2,6202.99,0.49,6327.05,2024-12-12,Retail,Pune,-352.18,December
2261,Women,Training,ZoomX Invincible,M,2,3346.95,0.54,2303.31,2024-10-04,Retail,Pune,1574.74,October
2262,Women,Running,Pegasus Turbo,L,0,5653.14,0.5,0.0,2024-09-15,Retail,Pune,3146.93,September
2263,Women,Soccer,Premier III,M,0,5172.14,0.5,0.0,2024-10-08,Online,Kolkata,2510.55,October
2264,Men,Training,ZoomX Invincible,M,4,5622.32,0.47,11919.32,2024-04-22,Retail,Bengaluru,1248.25,April
2265,Women,Soccer,Premier III,S,2,3346.95,0.5,2422.97,2024-11-23,Retail,Delhi,-67.74,November
2266,Women,Basketball,LeBron 20,L,2,6518.715,0.48,6779.46,2025-07-19,Retail,Kolkata,3475.59,July
2267,Women,Running,Air Zoom,M,2,3346.95,0.5,3075.72,2024-12-20,Retail,Kolkata,238.78,December
2268,Men,Soccer,Mercurial Superfly,M,3,7330.81,0.5,10996.22,2023-11-16,Online,Kolkata,518.71,November
2269,Women,Training,ZoomX Invincible,L,4,6424.32,0.47,13619.56,2024-07-14,Retail,Mumbai,-405.26,July
2270,Men,Running,React Infinity,XL,1,6546.46,0.5,3273.23,2025-06-06,Retail,Pune,3088.25,June
2271,Kids,Lifestyle,Waffle One,M,2,5116.58,0.07,9516.84,2024-05-03,Retail,Delhi,1293.94,May
2273,Kids,Running,Free RN,M,2,4004.36,0.5,4004.36,2024-01-30,Online,Kolkata,-614.66,January
2274,Women,Training,Metcon 7,S,4,5817.695,0.45,12798.93,2025-06-13,Online,Bengaluru,2561.89,June
2275,Kids,Running,Pegasus Turbo,M,2,5653.14,0.5,5653.14,2025-07-03,Online,Pune,-783.71,July
2276,Kids,Lifestyle,Air Force 1,L,2,6066.5,0.49,6187.83,2023-08-29,Retail,Kolkata,1181.87,August
2277,Kids,Basketball,LeBron 20,M,2,3682.84,0.48,3830.15,2024-12-28,Online,Hyderabad,3967.77,December
2278,Men,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2025-03-07,Retail,Pune,3638.15,March
2279,Women,Lifestyle,Blazer Mid,S,2,6383.24,0.49,6510.9,2024-08-03,Retail,Mumbai,766.72,August
2280,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2025-02-13,Online,Delhi,3069.57,February
2281,Kids,Lifestyle,Waffle One,M,2,5582.98,0.49,5694.64,2025-07-13,Retail,Kolkata,1753.48,July
2282,Men,Running,Free RN,L,2,6290.99,0.26,9310.67,2024-11-14,Retail,Mumbai,-1002.46,November
2283,Men,Soccer,Mercurial Superfly,L,1,6569.65,0.5,3284.82,2024-08-21,Retail,Delhi,468.59,August
2284,Kids,Soccer,Mercurial Superfly,M,2,6569.65,0.53,6175.47,2024-10-08,Online,Kolkata,1370.01,October
2285,Women,Basketball,LeBron 20,L,2,6518.715,0.48,6779.46,2024-12-21,Retail,Delhi,2211.71,December
2286,Women,Lifestyle,Waffle One,L,2,5582.98,0.49,5694.64,2024-10-16,Online,Bengaluru,2419.09,October
2287,Women,Running,React Infinity,M,3,6546.46,0.5,9819.69,2025-01-16,Online,Mumbai,-650.68,January
2288,Women,Training,ZoomX Invincible,M,2,6944.2,0.25,10416.3,2024-08-24,Retail,Hyderabad,1570.91,August
2289,Women,Running,Air Zoom,L,2,5550.99,0.51,5439.97,2024-12-21,Retail,Mumbai,3161.45,December
2290,Women,Training,Flex Trainer,L,2,6424.54,0.47,6810.01,2024-10-20,Online,Kolkata,546.66,October
2291,Women,Basketball,LeBron 20,L,2,6518.715,0.48,6779.46,2024-12-21,Retail,Pune,2729.23,December
2292,Women,Running,Free RN,M,2,6290.99,0.5,6290.99,2024-11-05,Online,Kolkata,1192.5,November
2293,Women,Basketball,Air Jordan,XL,3,6165.08,0.48,9617.52,2025-05-13,Retail,Mumbai,2525.87,May
2012,Women,Soccer,Phantom GT,M,2,6393.58,0.5,6393.58,2024-09-01,Retail,Hyderabad,-914.59,September
2295,Kids,Lifestyle,Dunk Low,L,2,6202.99,0.81,2357.14,2025-06-17,Retail,Hyderabad,3901.16,June
2296,Women,Soccer,Phantom GT,M,2,6393.58,0.5,6393.58,2024-08-15,Online,Delhi,-1188.86,August
2297,Kids,Basketball,LeBron 20,M,2,6356.31,0.74,3305.28,2024-12-31,Online,Pune,454.97,December
2298,Men,Training,SuperRep Go,L,2,5571.14,0.49,5682.56,2025-06-11,Retail,Kolkata,3445.5,June
2299,Kids,Soccer,Phantom GT,M,2,6393.58,0.77,2941.05,2025-05-09,Online,Hyderabad,2596.8,May
2300,Men,Basketball,Air Jordan,L,3,6331.64,0.78,4178.88,2024-08-17,Retail,Delhi,3380.28,August
2301,Men,Soccer,Mercurial Superfly,XL,2,7982.2,0.5,7982.2,2024-12-29,Online,Pune,-505.58,December
2302,Women,Running,Air Zoom,XL,0,5550.99,0.5,0.0,2025-02-27,Retail,Hyderabad,1489.99,February
2303,Kids,Running,Free RN,L,2,3346.95,0.5,2504.09,2024-12-24,Retail,Hyderabad,2971.55,December
2304,Men,Training,Flex Trainer,L,2,6424.54,0.47,6810.01,2024-11-28,Online,Hyderabad,2055.87,November
2305,Kids,Running,Pegasus Turbo,L,2,4803.7,0.08,8838.81,2024-12-21,Retail,Mumbai,2794.61,December
2306,Kids,Basketball,Air Jordan,L,1,8267.56,0.29,5869.97,2024-11-10,Retail,Bengaluru,476.25,November
2307,Women,Running,Free RN,XL,2,8503.27,0.5,9369.1,2025-06-18,Retail,Kolkata,2390.7,June
2308,Men,Running,Pegasus Turbo,L,0,5653.14,0.65,0.0,2025-05-01,Online,Bengaluru,2282.01,May
2310,Men,Running,Air Zoom,XL,2,5550.99,0.5,5550.99,2025-02-04,Online,Kolkata,-1061.45,February
2312,Kids,Soccer,Premier III,M,2,5598.98,0.5,5598.98,2024-09-30,Online,Bengaluru,249.56,September
2313,Women,Training,SuperRep Go,M,0,5280.57,0.47,0.0,2025-01-16,Online,Delhi,480.74,January
2314,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.86,1839.5,2024-12-09,Retail,Mumbai,1505.11,December
2315,Men,Basketball,Kyrie Flytrap,M,2,8503.27,0.71,5306.93,2024-11-12,Retail,Hyderabad,143.06,November
2316,Men,Soccer,Phantom GT,M,1,6393.58,0.39,3900.08,2024-12-21,Retail,Delhi,3862.6,December
2317,Men,Training,Flex Trainer,M,2,8503.27,0.47,10277.17,2024-09-13,Online,Kolkata,32.45,September
2318,Men,Soccer,Phantom GT,L,2,6393.58,0.25,9590.37,2025-04-04,Retail,Delhi,1894.17,April
2319,Women,Basketball,Kyrie Flytrap,L,2,5649.99,0.48,5875.99,2025-06-29,Online,Delhi,2141.68,June
2320,Kids,Running,Pegasus Turbo,XL,2,4033.28,0.5,4033.28,2025-01-23,Retail,Hyderabad,1265.74,January
2321,Men,Lifestyle,Dunk Low,M,2,6202.99,0.49,6327.05,2024-06-10,Online,Mumbai,-362.47,June
2322,Women,Running,Pegasus Turbo,L,0,8016.24,0.5,0.0,2025-04-07,Retail,Delhi,1333.86,April
2323,Men,Lifestyle,Dunk Low,L,2,6537.29,0.49,6668.04,2025-01-05,Online,Bengaluru,-453.11,January
2324,Women,Soccer,Mercurial Superfly,M,0,6569.65,0.21,0.0,2025-02-27,Online,Kolkata,2640.1,February
2325,Men,Basketball,Zoom Freak,M,0,8031.83,0.56,0.0,2025-05-18,Online,Kolkata,3954.38,May
2326,Women,Lifestyle,Dunk Low,XL,4,8503.27,0.49,14613.12875,2024-12-10,Retail,Kolkata,2047.65,December
2327,Men,Training,Flex Trainer,XL,4,6640.67,0.47,14078.22,2025-03-21,Retail,Delhi,3402.41,March
2328,Men,Lifestyle,Waffle One,S,2,6449.46,0.29,9158.23,2024-11-09,Online,Mumbai,39.69,November
2329,Men,Basketball,Kyrie Flytrap,L,4,4981.26,0.48,10361.02,2025-06-05,Online,Mumbai,1833.07,June
2330,Women,Training,Flex Trainer,XL,2,6424.54,0.06,12078.14,2024-10-22,Online,Mumbai,-648.08,October
2331,Kids,Basketball,Kyrie Flytrap,L,2,8503.27,0.48,9383.99,2024-11-23,Retail,Mumbai,-304.92,November
2332,Kids,Training,Flex Trainer,M,2,6424.54,0.22,10022.28,2024-07-15,Retail,Pune,2914.06,July
2333,Kids,Running,Free RN,L,2,4638.25,0.5,4638.25,2025-01-16,Online,Hyderabad,-614.06,January
2334,Women,Training,SuperRep Go,L,4,5280.57,0.82,3802.01,2024-06-06,Retail,Mumbai,-80.25,June
2335,Women,Running,Free RN,XL,0,5620.64,0.5,0.0,2024-01-05,Online,Mumbai,217.22,January
2336,Kids,Soccer,Mercurial Superfly,M,4,8482.43,0.5,14613.12875,2023-10-22,Online,Pune,3854.71,October
2337,Women,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2024-10-17,Online,Pune,3186.84,October
2338,Women,Soccer,Premier III,XL,2,5598.98,0.5,5598.98,2024-12-21,Retail,Delhi,3529.93,December
2339,Women,Basketball,LeBron 20,L,4,6518.715,0.48,13558.93,2024-12-21,Retail,Kolkata,3196.02,December
2340,Women,Running,Free RN,S,3,6290.99,0.91,1698.57,2024-08-07,Online,Mumbai,-425.99,August
2341,Women,Lifestyle,Waffle One,L,2,5582.98,0.49,5694.64,2025-04-22,Online,Hyderabad,-280.18,April
2342,Women,Training,Metcon 7,XL,2,5817.695,0.47,6166.76,2024-08-19,Retail,Kolkata,3463.09,August
2343,Women,Basketball,Zoom Freak,M,0,7507.91,0.48,0.0,2024-11-22,Retail,Kolkata,1900.24,November
2344,Kids,Training,ZoomX Invincible,L,2,6944.2,0.65,4860.94,2025-06-20,Online,Kolkata,938.88,June
2345,Men,Running,React Infinity,L,0,6546.46,0.5,0.0,2025-06-21,Retail,Hyderabad,3039.05,June
2346,Men,Soccer,Phantom GT,S,2,6320.59,0.93,884.88,2024-12-21,Retail,Mumbai,324.45,December
2347,Men,Training,Flex Trainer,L,2,8503.27,0.47,10232.55,2024-09-21,Retail,Bengaluru,3511.89,September
2348,Kids,Training,Metcon 7,XL,2,6591.41,0.47,6986.89,2025-04-29,Retail,Delhi,2604.68,April
2349,Kids,Soccer,Tiempo Legend,L,3,6045.785,0.5,9068.68,2023-10-25,Online,Delhi,-902.62,October
2350,Men,Running,Air Zoom,L,4,8228.88,0.5,14613.12875,2025-03-21,Retail,Delhi,2494.5,March
2351,Men,Basketball,LeBron 20,L,3,4179.34,0.48,6519.77,2024-07-29,Retail,Pune,2363.69,July
2352,Men,Basketball,LeBron 20,M,2,6518.715,0.48,6779.46,2025-03-24,Online,Bengaluru,599.21,March
2353,Kids,Training,ZoomX Invincible,M,0,6944.2,0.22,0.0,2024-10-03,Retail,Bengaluru,818.35,October
2354,Men,Basketball,Kyrie Flytrap,L,0,5066.14,0.48,0.0,2024-09-06,Online,Hyderabad,1445.09,September
2355,Women,Lifestyle,Waffle One,L,1,5582.98,0.49,2847.32,2024-07-26,Retail,Bengaluru,-887.83,July
2356,Men,Basketball,Air Jordan,L,2,6165.08,0.48,6411.68,2025-02-17,Retail,Pune,543.26,February
2357,Women,Lifestyle,Air Force 1,M,2,6235.995,0.49,6360.71,2025-04-28,Retail,Bengaluru,-1199.32,April
2358,Men,Basketball,LeBron 20,M,4,6518.715,0.48,13558.93,2025-02-24,Online,Pune,1819.6,February
2359,Men,Lifestyle,Waffle One,L,2,8503.27,0.34,12984.15,2024-12-21,Retail,Pune,-874.96,December
2360,Women,Training,Metcon 7,XL,2,5817.695,0.85,1745.31,2024-12-07,Online,Hyderabad,1947.5,December
2361,Kids,Training,Flex Trainer,L,0,6424.54,0.47,0.0,2024-07-30,Retail,Mumbai,1302.98,July
2362,Women,Lifestyle,Blazer Mid,XL,2,6383.24,0.49,6510.9,2024-12-09,Online,Bengaluru,3817.26,December
2363,Kids,Running,Pegasus Turbo,XL,2,5419.15,0.5,5419.15,2025-07-01,Retail,Hyderabad,-597.61,July
2364,Women,Lifestyle,Dunk Low,M,2,6202.99,0.27,9056.37,2025-01-16,Online,Delhi,1414.23,January
2365,Women,Running,React Infinity,L,2,6546.46,0.5,6546.46,2024-08-17,Online,Hyderabad,3555.61,August
2366,Kids,Lifestyle,Waffle One,M,2,5582.98,0.63,4131.41,2025-05-08,Retail,Bengaluru,3737.47,May
2367,Kids,Lifestyle,Dunk Low,XL,4,6202.99,0.84,3969.91,2024-11-12,Online,Bengaluru,-202.12,November
2368,Women,Lifestyle,Waffle One,L,2,5582.98,0.49,5694.64,2023-08-04,Retail,Delhi,2369.28,August
2369,Men,Basketball,LeBron 20,XL,0,4248.21,0.5,0.0,2025-07-11,Online,Hyderabad,2427.86,July
2370,Men,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2025-02-04,Online,Delhi,867.37,February
2371,Kids,Training,Flex Trainer,M,1,6424.54,0.05,6103.31,2025-04-15,Online,Kolkata,3424.65,April
2372,Men,Running,Free RN,L,2,7624.86,0.5,7624.86,2025-05-23,Online,Kolkata,3365.96,May
2373,Women,Lifestyle,Air Force 1,XL,2,8503.27,0.35,11228.42,2024-09-22,Retail,Kolkata,2738.82,September
2375,Men,Training,Metcon 7,M,2,8503.27,0.47,9604.93,2025-04-05,Retail,Mumbai,990.59,April
2376,Men,Lifestyle,Dunk Low,XL,2,3718.82,0.88,892.52,2024-10-03,Online,Delhi,-234.66,October
2377,Men,Basketball,LeBron 20,XL,4,6518.715,0.48,13558.93,2025-07-02,Online,Mumbai,2438.24,July
2378,Women,Basketball,LeBron 20,XL,2,6518.715,0.48,6779.46,2024-11-04,Retail,Mumbai,2107.42,November
2379,Men,Lifestyle,Air Force 1,L,4,6235.995,0.49,12721.43,2024-04-09,Online,Mumbai,3289.77,April
2380,Men,Soccer,Phantom GT,M,1,7932.85,0.5,3966.42,2024-12-09,Retail,Delhi,2707.27,December
2381,Kids,Lifestyle,Dunk Low,M,3,4834.65,0.49,7397.01,2024-10-12,Retail,Pune,213.96,October
2382,Men,Lifestyle,Waffle One,L,4,5582.98,0.49,11389.28,2024-03-09,Retail,Mumbai,787.42,March
2384,Women,Training,SuperRep Go,L,3,3346.95,0.47,3292.84,2024-09-05,Online,Delhi,42.89,September
2385,Men,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2024-10-03,Retail,Delhi,1443.09,October
2386,Men,Basketball,Kyrie Flytrap,M,2,3346.95,0.48,2362.64,2025-07-13,Online,Pune,2029.55,July
2387,Women,Basketball,Kyrie Flytrap,L,3,5066.14,0.48,7903.18,2024-09-21,Online,Pune,1042.09,September
2388,Kids,Running,Air Zoom,L,1,5321.46,0.5,2660.73,2024-09-02,Retail,Bengaluru,2587.26,September
2389,Women,Basketball,Kyrie Flytrap,XL,0,7901.16,0.77,0.0,2024-10-08,Online,Delhi,-406.39,October
2390,Kids,Lifestyle,Waffle One,XL,2,5582.98,0.49,5694.64,2025-05-24,Online,Delhi,496.54,May
2392,Kids,Basketball,Zoom Freak,XL,2,8503.27,0.48,8976.27,2024-12-21,Retail,Bengaluru,1356.18,December
2394,Kids,Lifestyle,Air Force 1,XL,2,6235.995,0.2,9977.59,2023-08-18,Online,Delhi,-133.03,August
2395,Kids,Soccer,Premier III,XL,1,5598.98,0.5,2799.49,2025-07-08,Online,Pune,85.0,July
2396,Men,Basketball,Air Jordan,L,2,5967.92,0.03,11577.76,2025-06-09,Retail,Pune,859.93,June
2397,Men,Soccer,Phantom GT,XL,2,6393.58,0.5,6393.58,2023-12-27,Retail,Mumbai,3996.96,December
2398,Women,Soccer,Mercurial Superfly,L,2,4301.85,0.74,2236.96,2024-12-21,Retail,Bengaluru,3888.42,December
2399,Women,Running,Air Zoom,L,2,6188.29,0.5,6188.29,2024-08-07,Retail,Pune,515.6,August
2402,Kids,Running,React Infinity,L,2,6437.85,0.5,6437.85,2025-03-09,Online,Mumbai,1231.3,March
2403,Women,Running,React Infinity,XL,2,6546.46,0.5,6546.46,2024-08-24,Retail,Delhi,1309.54,August
2404,Men,Lifestyle,Blazer Mid,XL,2,6383.24,0.09,11617.5,2024-01-25,Online,Pune,-501.36,January
2405,Men,Basketball,Kyrie Flytrap,S,1,5066.14,0.48,2634.39,2024-11-17,Online,Kolkata,69.95,November
2406,Men,Training,Metcon 7,L,4,6458.72,0.47,13692.49,2023-09-17,Online,Mumbai,402.0,September
2407,Kids,Running,Free RN,S,2,8503.27,0.5,9193.15,2023-12-30,Online,Kolkata,521.77,December
2408,Men,Soccer,Premier III,XL,1,5598.98,0.5,2799.49,2024-10-09,Retail,Bengaluru,1731.86,October
2409,Men,Basketball,Zoom Freak,M,2,6304.01,0.48,6556.17,2025-01-19,Retail,Bengaluru,2993.72,January
2410,Kids,Basketball,Air Jordan,L,2,6165.08,0.48,6411.68,2025-03-27,Retail,Hyderabad,1344.49,March
2412,Kids,Lifestyle,Blazer Mid,XL,1,4920.3,0.14,4231.46,2024-12-21,Retail,Mumbai,1135.72,December
2413,Men,Training,Flex Trainer,XL,3,7005.67,0.15,14613.12875,2024-12-21,Retail,Kolkata,2329.98,December
2414,Women,Basketball,Air Jordan,XL,2,8141.8,0.48,8467.47,2024-01-25,Online,Hyderabad,-829.35,January
2415,Women,Running,Free RN,M,3,6178.39,0.5,9267.59,2024-07-22,Retail,Bengaluru,73.75,July
2416,Kids,Soccer,Mercurial Superfly,M,3,6245.23,0.5,9367.84,2024-12-14,Retail,Mumbai,3485.64,December
2417,Men,Lifestyle,Dunk Low,L,2,8293.38,0.49,8459.25,2024-12-29,Retail,Bengaluru,1727.06,December
2418,Men,Soccer,Phantom GT,XL,2,8503.27,0.54,8545.65,2025-04-29,Retail,Mumbai,3110.43,April
2419,Men,Lifestyle,Dunk Low,L,2,8503.27,0.47,9263.33,2024-07-14,Online,Hyderabad,2868.49,July
2420,Kids,Basketball,Zoom Freak,M,2,6304.01,0.48,6556.17,2024-04-11,Online,Hyderabad,1664.6,April
2421,Women,Running,React Infinity,M,2,8136.39,0.5,8136.39,2025-03-10,Retail,Pune,3398.15,March
2422,Kids,Soccer,Tiempo Legend,M,4,6045.785,0.5,12091.57,2024-07-23,Retail,Mumbai,3044.66,July
2424,Women,Basketball,Air Jordan,L,2,7634.65,0.48,7940.04,2025-01-16,Online,Kolkata,1749.8,January
2425,Kids,Training,ZoomX Invincible,XL,2,6944.2,0.38,8610.81,2024-12-30,Online,Bengaluru,3058.78,December
2426,Kids,Lifestyle,Dunk Low,M,2,3346.95,0.56,2005.23,2025-03-05,Retail,Pune,-72.52,March
2427,Men,Running,Pegasus Turbo,S,2,3346.95,0.5,2904.11,2025-06-13,Online,Delhi,1683.98,June
2428,Kids,Basketball,Kyrie Flytrap,XL,2,5066.14,0.48,5268.79,2024-12-07,Retail,Mumbai,427.51,December
2429,Kids,Lifestyle,Dunk Low,L,2,6202.99,0.49,6327.05,2025-05-25,Online,Mumbai,550.48,May
2430,Women,Soccer,Tiempo Legend,XL,3,6045.785,0.1,14613.12875,2025-07-09,Online,Pune,215.3,July
2431,Women,Lifestyle,Blazer Mid,L,1,6383.24,0.49,3255.45,2024-11-15,Online,Hyderabad,1627.78,November
2432,Women,Basketball,Zoom Freak,L,1,3346.95,0.86,425.13,2024-10-26,Online,Mumbai,3754.3,October
2433,Men,Basketball,Zoom Freak,M,4,7154.83,0.48,14613.12875,2024-12-21,Retail,Pune,-620.53,December
2434,Kids,Training,Metcon 7,M,2,3346.95,0.79,1268.08,2025-02-11,Online,Hyderabad,387.15,February
2435,Kids,Lifestyle,Waffle One,XL,2,5853.58,0.49,5970.65,2024-04-01,Retail,Kolkata,2378.82,April
2436,Kids,Basketball,LeBron 20,M,0,6518.715,0.81,0.0,2025-01-16,Online,Bengaluru,2213.84,January
2437,Women,Running,Pegasus Turbo,XL,3,5653.14,0.53,7970.93,2024-07-31,Retail,Hyderabad,-281.42,July
2438,Men,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2024-11-24,Retail,Mumbai,2965.39,November
2439,Men,Lifestyle,Blazer Mid,L,2,3346.95,0.49,3304.38,2025-03-03,Retail,Bengaluru,3467.1,March
2440,Women,Basketball,Kyrie Flytrap,XL,2,7510.8,0.48,7811.23,2024-11-12,Retail,Kolkata,2989.6,November
2441,Women,Training,Metcon 7,XL,2,5817.695,0.47,6166.76,2024-12-21,Retail,Pune,-219.02,December
2442,Men,Soccer,Tiempo Legend,L,2,6045.785,0.04,11607.91,2025-01-26,Online,Mumbai,3083.26,January
2443,Women,Basketball,LeBron 20,M,1,6271.66,0.48,3261.26,2025-03-15,Retail,Mumbai,2449.43,March
2444,Women,Lifestyle,Blazer Mid,XL,3,3676.04,0.49,5624.34,2025-05-25,Retail,Pune,1621.74,May
2445,Women,Basketball,Air Jordan,XL,2,6165.08,0.48,6411.68,2024-12-02,Online,Kolkata,141.93,December
2446,Men,Soccer,Mercurial Superfly,M,2,8062.11,0.5,8062.11,2025-01-16,Online,Kolkata,3198.97,January
2447,Kids,Lifestyle,Waffle One,XL,2,5582.98,0.49,5694.64,2024-05-04,Online,Kolkata,1291.8,May
2449,Women,Training,SuperRep Go,L,2,3664.69,0.47,3884.57,2025-03-02,Retail,Hyderabad,-173.68,March
2450,Men,Basketball,Air Jordan,XL,2,7520.63,0.48,7821.46,2025-07-19,Online,Kolkata,1786.43,July
2451,Kids,Soccer,Premier III,M,2,5598.98,0.54,5151.06,2023-11-04,Online,Mumbai,2233.57,November
2452,Men,Lifestyle,Dunk Low,XL,2,8503.27,0.49,8956.27,2025-01-16,Online,Bengaluru,176.96,January
2453,Women,Running,React Infinity,M,2,8503.27,0.5,9344.52,2025-01-16,Online,Pune,387.79,January
2454,Women,Soccer,Tiempo Legend,XL,2,6045.785,0.19,9794.17,2025-02-25,Online,Bengaluru,3100.44,February
2455,Women,Training,Metcon 7,M,2,4071.46,0.47,4315.75,2025-03-22,Retail,Delhi,2003.31,March
2456,Women,Soccer,Premier III,M,0,4254.68,0.5,0.0,2025-03-15,Retail,Kolkata,3498.64,March
2457,Women,Soccer,Mercurial Superfly,M,0,8206.22,0.5,0.0,2025-03-04,Retail,Bengaluru,2443.4,March
2458,Kids,Soccer,Phantom GT,M,2,6393.58,0.5,6393.58,2023-12-20,Retail,Pune,573.21,December
2459,Kids,Basketball,Air Jordan,M,2,3572.52,0.48,3715.42,2024-04-20,Retail,Kolkata,-404.04,April
2460,Women,Basketball,Zoom Freak,XL,2,5482.96,0.35,7127.85,2024-11-04,Online,Kolkata,-823.8,November
2461,Women,Basketball,LeBron 20,L,2,3939.92,0.63,2915.54,2025-01-16,Online,Pune,3146.03,January
2462,Men,Basketball,Zoom Freak,M,2,4468.7,0.49,4558.07,2025-01-23,Retail,Pune,2143.6,January
2464,Women,Lifestyle,Blazer Mid,XL,3,3346.95,0.49,4130.37,2024-06-30,Retail,Hyderabad,3507.56,June
2465,Kids,Lifestyle,Blazer Mid,S,1,7814.02,0.49,3985.15,2025-03-22,Retail,Pune,684.07,March
2466,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2025-07-05,Retail,Pune,3056.38,July
2467,Kids,Training,SuperRep Go,M,1,8484.82,0.47,4496.95,2023-11-05,Online,Mumbai,1899.54,November
2468,Women,Soccer,Phantom GT,S,0,6012.23,0.62,0.0,2024-10-26,Retail,Bengaluru,-1113.25,October
2469,Men,Training,Metcon 7,XL,4,5817.695,0.47,12333.51,2025-05-21,Retail,Mumbai,-279.26,May
2470,Men,Soccer,Mercurial Superfly,L,2,6569.65,0.5,6569.65,2024-11-07,Online,Delhi,1099.17,November
2471,Men,Basketball,Kyrie Flytrap,L,2,4527.64,0.48,4708.75,2024-12-21,Retail,Pune,464.96,December
2472,Men,Basketball,LeBron 20,L,2,3346.95,0.48,2345.88,2025-04-05,Online,Mumbai,560.7,April
2473,Men,Training,ZoomX Invincible,M,2,8503.27,0.47,9277.14,2024-12-21,Retail,Pune,283.56,December
2474,Kids,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2024-12-21,Retail,Delhi,115.11,December
2475,Men,Running,Free RN,L,2,6290.99,0.5,6290.99,2025-01-07,Online,Bengaluru,3885.97,January
2476,Men,Soccer,Premier III,M,2,5598.98,0.5,5598.98,2024-12-21,Retail,Pune,-627.07,December
2477,Women,Training,ZoomX Invincible,M,2,5923.67,0.47,6279.09,2024-09-30,Online,Hyderabad,-177.68,September
2478,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.62,4992.93,2025-05-12,Online,Pune,-223.4,May
2479,Women,Running,Air Zoom,L,2,3346.95,0.5,2708.99,2025-01-16,Online,Delhi,952.78,January
2480,Men,Basketball,Kyrie Flytrap,M,2,5066.14,0.48,5268.79,2024-08-20,Retail,Pune,25.18,August
2481,Women,Soccer,Premier III,S,1,8503.27,0.07,8505.19,2025-04-17,Online,Pune,1755.19,April
2482,Men,Lifestyle,Air Force 1,XL,2,6235.995,0.49,6360.71,2024-09-14,Online,Mumbai,2642.8,September
2483,Kids,Running,Free RN,L,2,6290.99,0.5,6290.99,2025-05-17,Retail,Delhi,856.75,May
2484,Men,Soccer,Mercurial Superfly,L,2,5308.26,0.5,5308.26,2025-05-10,Retail,Bengaluru,1189.82,May
2485,Kids,Running,Air Zoom,M,2,8503.27,0.5,9307.2,2024-12-17,Online,Hyderabad,16.06,December
2486,Kids,Soccer,Mercurial Superfly,M,2,6569.65,0.33,8803.33,2024-12-21,Retail,Hyderabad,1332.57,December
